heatsinks_bottom_coefficient,heatsinks_top_coefficient,layers_layerdict_bottomlayer_power,layers_layerdict_bottomlayer_tiers_beol,layers_layerdict_compute_power,materials_beol_k,materials_beol2_k,materials_transistors_k,materials_transistors2_k,ncompute,Tj,Tavg,Tavg0,Tavg1,Tavg2
10,20000.0,23.072,0.34,23.072,2,4,8,8,2,80.72,50.25,50.19,50.31
10,20000.0,23.072,0.34,23.072,2,4,8,8,3,146.06,62.30,61.87,62.10,62.93
10,20000.0,23.072,0.34,23.072,2,4,16,16,1,70.35,38.52,38.52
10,20000.0,23.072,0.34,23.072,2,4,16,16,2,80.60,50.24,50.19,50.30
10,20000.0,23.072,0.34,23.072,2,4,16,16,3,145.46,62.28,61.86,62.07,62.90
10,20000.0,23.072,0.34,23.072,2,8,2,2,1,70.98,38.54,38.54
10,20000.0,23.072,0.34,23.072,2,8,2,2,2,81.13,50.32,50.24,50.40
10,20000.0,23.072,0.34,23.072,2,8,2,2,3,138.87,62.30,61.93,62.25,62.73
10,20000.0,23.072,0.34,23.072,2,8,4,4,1,70.63,38.53,38.53
10,20000.0,23.072,0.34,23.072,2,8,4,4,2,80.75,50.27,50.21,50.34
10,20000.0,23.072,0.34,23.072,2,8,4,4,3,136.87,62.21,61.89,62.15,62.60
10,20000.0,23.072,0.34,23.072,2,8,8,8,1,70.45,38.52,38.52
10,20000.0,23.072,0.34,23.072,2,8,8,8,2,80.56,50.25,50.19,50.31
10,20000.0,23.072,0.34,23.072,2,8,8,8,3,135.84,62.17,61.87,62.10,62.53
10,20000.0,23.072,0.34,23.072,2,8,16,16,1,70.35,38.52,38.52
10,20000.0,23.072,0.34,23.072,2,8,16,16,2,80.45,50.24,50.19,50.30
10,20000.0,23.072,0.34,23.072,2,8,16,16,3,135.26,62.14,61.86,62.07,62.50
10,20000.0,23.072,0.34,23.072,2,16,2,2,1,70.98,38.54,38.54
10,20000.0,23.072,0.34,23.072,2,16,2,2,2,80.80,50.32,50.24,50.40
10,20000.0,23.072,0.34,23.072,2,16,2,2,3,132.64,62.24,61.93,62.25,62.53
10,20000.0,23.072,0.34,23.072,2,16,4,4,1,70.63,38.53,38.53
10,20000.0,23.072,0.34,23.072,2,16,4,4,2,80.44,50.27,50.21,50.34
10,20000.0,23.072,0.34,23.072,2,16,4,4,3,130.75,62.15,61.89,62.15,62.40
10,20000.0,23.072,0.34,23.072,2,16,8,8,1,70.45,38.52,38.52
10,20000.0,23.072,0.34,23.072,2,16,8,8,2,80.25,50.25,50.19,50.31
10,20000.0,23.072,0.34,23.072,2,16,8,8,3,129.77,62.10,61.87,62.10,62.33
10,20000.0,23.072,0.34,23.072,2,16,16,16,1,70.35,38.52,38.52
10,20000.0,23.072,0.34,23.072,2,16,16,16,2,80.14,50.24,50.19,50.30
10,20000.0,23.072,0.34,23.072,2,16,16,16,3,129.23,62.08,61.86,62.07,62.30
10,20000.0,23.072,0.34,23.072,4,2,2,2,1,70.98,38.54,38.54
10,20000.0,23.072,0.34,23.072,4,2,2,2,2,81.37,50.31,50.24,50.38
10,20000.0,23.072,0.34,23.072,4,2,2,2,3,168.25,62.68,61.93,62.21,63.89
10,20000.0,23.072,0.34,23.072,4,2,4,4,1,70.63,38.53,38.53
10,20000.0,23.072,0.34,23.072,4,2,4,4,2,80.98,50.26,50.21,50.32
10,20000.0,23.072,0.34,23.072,4,2,4,4,3,166.15,62.59,61.89,62.11,63.76
10,20000.0,23.072,0.34,23.072,4,2,8,8,1,70.45,38.52,38.52
10,20000.0,23.072,0.34,23.072,4,2,8,8,2,80.78,50.24,50.19,50.29
10,20000.0,23.072,0.34,23.072,4,2,8,8,3,165.05,62.54,61.87,62.06,63.69
10,20000.0,23.072,0.34,23.072,4,2,16,16,1,70.35,38.52,38.52
10,20000.0,23.072,0.34,23.072,4,2,16,16,2,80.66,50.23,50.19,50.28
10,20000.0,23.072,0.34,23.072,4,2,16,16,3,164.40,62.52,61.85,62.03,63.66
10,20000.0,23.072,0.34,23.072,4,4,2,2,1,70.98,38.54,38.54
10,20000.0,23.072,0.34,23.072,4,4,2,2,2,81.28,50.31,50.24,50.38
10,20000.0,23.072,0.34,23.072,4,4,2,2,3,148.72,62.41,61.93,62.21,63.09
10,20000.0,23.072,0.34,23.072,4,4,4,4,1,70.63,38.53,38.53
10,20000.0,23.072,0.34,23.072,4,4,4,4,2,80.90,50.26,50.21,50.32
10,20000.0,23.072,0.34,23.072,4,4,4,4,3,146.66,62.32,61.89,62.11,62.96
10,20000.0,23.072,0.34,23.072,4,4,8,8,1,70.45,38.52,38.52
10,20000.0,23.072,0.34,23.072,4,4,8,8,2,80.70,50.24,50.19,50.29
10,20000.0,23.072,0.34,23.072,4,4,8,8,3,145.60,62.27,61.87,62.06,62.90
10,20000.0,23.072,0.34,23.072,4,4,16,16,1,70.35,38.52,38.52
10,20000.0,23.072,0.34,23.072,4,4,16,16,2,80.59,50.23,50.19,50.28
10,20000.0,23.072,0.34,23.072,4,4,16,16,3,144.99,62.25,61.86,62.03,62.86
10,20000.0,23.072,0.34,23.072,4,8,2,2,1,70.98,38.54,38.54
10,20000.0,23.072,0.34,23.072,4,8,2,2,2,81.12,50.31,50.24,50.38
10,20000.0,23.072,0.34,23.072,4,8,2,2,3,138.41,62.28,61.93,62.21,62.69
10,20000.0,23.072,0.34,23.072,4,8,4,4,1,70.63,38.53,38.53
10,20000.0,23.072,0.34,23.072,4,8,4,4,2,80.74,50.26,50.21,50.32
10,20000.0,23.072,0.34,23.072,4,8,4,4,3,136.41,62.19,61.89,62.11,62.56
10,20000.0,23.072,0.34,23.072,4,8,8,8,1,70.45,38.52,38.52
10,20000.0,23.072,0.34,23.072,4,8,8,8,2,80.55,50.24,50.19,50.29
10,20000.0,23.072,0.34,23.072,4,8,8,8,3,135.38,62.14,61.87,62.06,62.50
10,20000.0,23.072,0.34,23.072,4,8,16,16,1,70.35,38.52,38.52
10,20000.0,23.072,0.34,23.072,4,8,16,16,2,80.43,50.23,50.19,50.28
10,20000.0,23.072,0.34,23.072,4,8,16,16,3,134.81,62.12,61.86,62.03,62.46
10,20000.0,23.072,0.34,23.072,4,16,2,2,1,70.98,38.54,38.54
10,20000.0,23.072,0.34,23.072,4,16,2,2,2,80.79,50.31,50.24,50.38
10,20000.0,23.072,0.34,23.072,4,16,2,2,3,132.21,62.21,61.93,62.21,62.49
10,20000.0,23.072,0.34,23.072,4,16,4,4,1,70.63,38.53,38.53
10,20000.0,23.072,0.34,23.072,4,16,4,4,2,80.43,50.26,50.21,50.32
10,20000.0,23.072,0.34,23.072,4,16,4,4,3,130.32,62.12,61.89,62.11,62.36
10,20000.0,23.072,0.34,23.072,4,16,8,8,1,70.45,38.52,38.52
10,20000.0,23.072,0.34,23.072,4,16,8,8,2,80.24,50.24,50.19,50.29
10,20000.0,23.072,0.34,23.072,4,16,8,8,3,129.34,62.07,61.87,62.06,62.30
10,20000.0,23.072,0.34,23.072,4,16,16,16,1,70.35,38.52,38.52
10,20000.0,23.072,0.34,23.072,4,16,16,16,2,80.13,50.23,50.19,50.28
10,20000.0,23.072,0.34,23.072,4,16,16,16,3,128.80,62.05,61.86,62.03,62.26
10,20000.0,23.072,0.34,23.072,8,2,2,2,1,70.97,38.54,38.54
10,20000.0,23.072,0.34,23.072,8,2,2,2,2,81.35,50.30,50.24,50.37
10,20000.0,23.072,0.34,23.072,8,2,2,2,3,168.01,62.66,61.93,62.19,63.87
10,20000.0,23.072,0.34,23.072,8,2,4,4,1,70.62,38.53,38.53
10,20000.0,23.072,0.34,23.072,8,2,4,4,2,80.97,50.26,50.21,50.31
10,20000.0,23.072,0.34,23.072,8,2,4,4,3,165.91,62.57,61.89,62.09,63.74
10,20000.0,23.072,0.34,23.072,8,2,8,8,1,70.44,38.52,38.52
10,20000.0,23.072,0.34,23.072,8,2,8,8,2,80.77,50.24,50.19,50.28
10,20000.0,23.072,0.34,23.072,8,2,8,8,3,164.81,62.53,61.87,62.04,63.67
10,20000.0,23.072,0.34,23.072,8,2,16,16,1,70.35,38.52,38.52
10,20000.0,23.072,0.34,23.072,8,2,16,16,2,80.65,50.23,50.19,50.27
10,20000.0,23.072,0.34,23.072,8,2,16,16,3,164.16,62.50,61.85,62.01,63.64
10,20000.0,23.072,0.34,23.072,8,4,2,2,1,70.97,38.54,38.54
10,20000.0,23.072,0.34,23.072,8,4,2,2,2,81.27,50.30,50.24,50.37
10,20000.0,23.072,0.34,23.072,8,4,2,2,3,148.48,62.40,61.93,62.19,63.07
10,20000.0,23.072,0.34,23.072,8,4,4,4,1,70.62,38.53,38.53
10,20000.0,23.072,0.34,23.072,8,4,4,4,2,80.89,50.26,50.21,50.31
10,20000.0,23.072,0.34,23.072,8,4,4,4,3,146.42,62.31,61.89,62.09,62.94
10,20000.0,23.072,0.34,23.072,8,4,8,8,1,70.44,38.52,38.52
10,20000.0,23.072,0.34,23.072,8,4,8,8,2,80.69,50.24,50.19,50.28
10,20000.0,23.072,0.34,23.072,8,4,8,8,3,145.36,62.26,61.87,62.04,62.88
10,20000.0,23.072,0.34,23.072,8,4,16,16,1,70.35,38.52,38.52
10,20000.0,23.072,0.34,23.072,8,4,16,16,2,80.57,50.23,50.19,50.27
10,20000.0,23.072,0.34,23.072,8,4,16,16,3,144.75,62.24,61.86,62.02,62.84
10,20000.0,23.072,0.34,23.072,8,8,2,2,1,70.97,38.54,38.54
10,20000.0,23.072,0.34,23.072,8,8,2,2,2,81.11,50.30,50.24,50.37
10,20000.0,23.072,0.34,23.072,8,8,2,2,3,138.18,62.26,61.93,62.19,62.67
10,20000.0,23.072,0.34,23.072,8,8,4,4,1,70.62,38.53,38.53
10,20000.0,23.072,0.34,23.072,8,8,4,4,2,80.73,50.26,50.21,50.31
10,20000.0,23.072,0.34,23.072,8,8,4,4,3,136.18,62.17,61.89,62.09,62.54
10,20000.0,23.072,0.34,23.072,8,8,8,8,1,70.44,38.52,38.52
10,20000.0,23.072,0.34,23.072,8,8,8,8,2,80.54,50.24,50.19,50.28
10,20000.0,23.072,0.34,23.072,8,8,8,8,3,135.15,62.13,61.87,62.04,62.48
10,20000.0,23.072,0.34,23.072,8,8,16,16,1,70.35,38.52,38.52
10,20000.0,23.072,0.34,23.072,8,8,16,16,2,80.42,50.23,50.19,50.27
10,20000.0,23.072,0.34,23.072,8,8,16,16,3,134.57,62.10,61.86,62.02,62.44
10,20000.0,23.072,0.34,23.072,8,16,2,2,1,70.97,38.54,38.54
10,20000.0,23.072,0.34,23.072,8,16,2,2,2,80.78,50.30,50.24,50.37
10,20000.0,23.072,0.34,23.072,8,16,2,2,3,132.00,62.20,61.93,62.19,62.47
10,20000.0,23.072,0.34,23.072,8,16,4,4,1,70.62,38.53,38.53
10,20000.0,23.072,0.34,23.072,8,16,4,4,2,80.42,50.26,50.21,50.31
10,20000.0,23.072,0.34,23.072,8,16,4,4,3,130.10,62.11,61.89,62.09,62.34
10,20000.0,23.072,0.34,23.072,8,16,8,8,1,70.44,38.52,38.52
10,20000.0,23.072,0.34,23.072,8,16,8,8,2,80.23,50.24,50.19,50.28
10,20000.0,23.072,0.34,23.072,8,16,8,8,3,129.12,62.06,61.87,62.04,62.28
10,20000.0,23.072,0.34,23.072,8,16,16,16,1,70.35,38.52,38.52
10,20000.0,23.072,0.34,23.072,8,16,16,16,2,80.12,50.23,50.19,50.27
10,20000.0,23.072,0.34,23.072,8,16,16,16,3,128.59,62.04,61.86,62.02,62.24
10,20000.0,23.072,0.34,23.072,16,2,2,2,1,70.97,38.54,38.54
10,20000.0,23.072,0.34,23.072,16,2,2,2,2,81.34,50.30,50.24,50.36
10,20000.0,23.072,0.34,23.072,16,2,2,2,3,167.88,62.66,61.93,62.18,63.86
10,20000.0,23.072,0.34,23.072,16,2,4,4,1,70.62,38.53,38.53
10,20000.0,23.072,0.34,23.072,16,2,4,4,2,80.96,50.26,50.21,50.31
10,20000.0,23.072,0.34,23.072,16,2,4,4,3,165.78,62.57,61.89,62.08,63.73
10,20000.0,23.072,0.34,23.072,16,2,8,8,1,70.44,38.52,38.52
10,20000.0,23.072,0.34,23.072,16,2,8,8,2,80.76,50.24,50.19,50.28
10,20000.0,23.072,0.34,23.072,16,2,8,8,3,164.68,62.52,61.87,62.03,63.67
10,20000.0,23.072,0.34,23.072,16,2,16,16,1,70.34,38.52,38.52
10,20000.0,23.072,0.34,23.072,16,2,16,16,2,80.64,50.22,50.19,50.26
10,20000.0,23.072,0.34,23.072,16,2,16,16,3,164.02,62.50,61.85,62.00,63.63
10,20000.0,23.072,0.34,23.072,16,4,2,2,1,70.97,38.54,38.54
10,20000.0,23.072,0.34,23.072,16,4,2,2,2,81.26,50.30,50.24,50.36
10,20000.0,23.072,0.34,23.072,16,4,2,2,3,148.35,62.39,61.93,62.18,63.06
10,20000.0,23.072,0.34,23.072,16,4,4,4,1,70.62,38.53,38.53
10,20000.0,23.072,0.34,23.072,16,4,4,4,2,80.88,50.26,50.21,50.31
10,20000.0,23.072,0.34,23.072,16,4,4,4,3,146.29,62.30,61.89,62.08,62.93
10,20000.0,23.072,0.34,23.072,16,4,8,8,1,70.44,38.52,38.52
10,20000.0,23.072,0.34,23.072,16,4,8,8,2,80.68,50.24,50.19,50.28
10,20000.0,23.072,0.34,23.072,16,4,8,8,3,145.22,62.25,61.87,62.03,62.87
10,20000.0,23.072,0.34,23.072,16,4,16,16,1,70.34,38.52,38.52
10,20000.0,23.072,0.34,23.072,16,4,16,16,2,80.56,50.22,50.19,50.26
10,20000.0,23.072,0.34,23.072,16,4,16,16,3,144.62,62.23,61.86,62.01,62.83
10,20000.0,23.072,0.34,23.072,16,8,2,2,1,70.97,38.54,38.54
10,20000.0,23.072,0.34,23.072,16,8,2,2,2,81.10,50.30,50.24,50.36
10,20000.0,23.072,0.34,23.072,16,8,2,2,3,138.05,62.26,61.93,62.18,62.66
10,20000.0,23.072,0.34,23.072,16,8,4,4,1,70.62,38.53,38.53
10,20000.0,23.072,0.34,23.072,16,8,4,4,2,80.72,50.26,50.21,50.31
10,20000.0,23.072,0.34,23.072,16,8,4,4,3,136.05,62.17,61.89,62.08,62.53
10,20000.0,23.072,0.34,23.072,16,8,8,8,1,70.44,38.52,38.52
10,20000.0,23.072,0.34,23.072,16,8,8,8,2,80.53,50.24,50.19,50.28
10,20000.0,23.072,0.34,23.072,16,8,8,8,3,135.02,62.12,61.87,62.03,62.47
10,20000.0,23.072,0.34,23.072,16,8,16,16,1,70.34,38.52,38.52
10,20000.0,23.072,0.34,23.072,16,8,16,16,2,80.41,50.22,50.19,50.26
10,20000.0,23.072,0.34,23.072,16,8,16,16,3,134.45,62.10,61.86,62.01,62.43
10,20000.0,23.072,0.34,23.072,16,16,2,2,1,70.97,38.54,38.54
10,20000.0,23.072,0.34,23.072,16,16,2,2,2,80.77,50.30,50.24,50.36
10,20000.0,23.072,0.34,23.072,16,16,2,2,3,131.88,62.19,61.93,62.18,62.46
10,20000.0,23.072,0.34,23.072,16,16,4,4,1,70.62,38.53,38.53
10,20000.0,23.072,0.34,23.072,16,16,4,4,2,80.41,50.26,50.21,50.31
10,20000.0,23.072,0.34,23.072,16,16,4,4,3,129.98,62.10,61.89,62.08,62.33
10,20000.0,23.072,0.34,23.072,16,16,8,8,1,70.44,38.52,38.52
10,20000.0,23.072,0.34,23.072,16,16,8,8,2,80.23,50.24,50.19,50.28
10,20000.0,23.072,0.34,23.072,16,16,8,8,3,129.00,62.05,61.87,62.03,62.27
10,20000.0,23.072,0.34,23.072,16,16,16,16,1,70.34,38.52,38.52
10,20000.0,23.072,0.34,23.072,16,16,16,16,2,80.12,50.22,50.19,50.26
10,20000.0,23.072,0.34,23.072,16,16,16,16,3,128.47,62.03,61.86,62.01,62.23
10,20000.0,23.072,0.68,23.072,2,2,2,2,1,70.98,38.54,38.54
10,20000.0,23.072,0.68,23.072,2,2,2,2,2,82.13,50.34,50.24,50.44
10,20000.0,23.072,0.68,23.072,2,2,2,2,3,169.67,62.75,61.93,62.33,64.01
10,20000.0,23.072,0.68,23.072,2,2,4,4,1,70.63,38.53,38.53
10,20000.0,23.072,0.68,23.072,2,2,4,4,2,81.18,50.29,50.21,50.38
10,20000.0,23.072,0.68,23.072,2,2,4,4,3,167.57,62.66,61.89,62.23,63.88
10,20000.0,23.072,0.68,23.072,2,2,8,8,1,70.45,38.52,38.52
10,20000.0,23.072,0.68,23.072,2,2,8,8,2,80.83,50.27,50.19,50.35
10,20000.0,23.072,0.68,23.072,2,2,8,8,3,166.47,62.62,61.87,62.18,63.81
10,20000.0,23.072,0.68,23.072,2,2,16,16,1,70.35,38.52,38.52
10,20000.0,23.072,0.68,23.072,2,2,16,16,2,80.71,50.26,50.19,50.34
10,20000.0,23.072,0.68,23.072,2,2,16,16,3,165.81,62.60,61.85,62.15,63.78
10,20000.0,23.072,0.68,23.072,2,4,2,2,1,70.98,38.54,38.54
10,20000.0,23.072,0.68,23.072,2,4,2,2,2,82.04,50.34,50.24,50.44
10,20000.0,23.072,0.68,23.072,2,4,2,2,3,150.12,62.49,61.93,62.33,63.21
10,20000.0,23.072,0.68,23.072,2,4,4,4,1,70.63,38.53,38.53
10,20000.0,23.072,0.68,23.072,2,4,4,4,2,81.09,50.29,50.21,50.38
10,20000.0,23.072,0.68,23.072,2,4,4,4,3,148.06,62.40,61.89,62.23,63.08
10,20000.0,23.072,0.68,23.072,2,4,8,8,1,70.45,38.52,38.52
10,20000.0,23.072,0.68,23.072,2,4,8,8,2,80.74,50.27,50.19,50.35
10,20000.0,23.072,0.68,23.072,2,4,8,8,3,146.99,62.35,61.87,62.18,63.01
10,20000.0,23.072,0.68,23.072,2,4,16,16,1,70.35,38.52,38.52
10,20000.0,23.072,0.68,23.072,2,4,16,16,2,80.63,50.26,50.19,50.34
10,20000.0,23.072,0.68,23.072,2,4,16,16,3,146.38,62.33,61.86,62.15,62.98
10,20000.0,23.072,0.68,23.072,2,8,2,2,1,70.98,38.54,38.54
10,20000.0,23.072,0.68,23.072,2,8,2,2,2,81.85,50.34,50.24,50.44
10,20000.0,23.072,0.68,23.072,2,8,2,2,3,139.76,62.36,61.93,62.33,62.81
10,20000.0,23.072,0.68,23.072,2,8,4,4,1,70.63,38.53,38.53
10,20000.0,23.072,0.68,23.072,2,8,4,4,2,80.92,50.29,50.21,50.38
10,20000.0,23.072,0.68,23.072,2,8,4,4,3,137.76,62.26,61.89,62.23,62.68
10,20000.0,23.072,0.68,23.072,2,8,8,8,1,70.45,38.52,38.52
10,20000.0,23.072,0.68,23.072,2,8,8,8,2,80.58,50.27,50.19,50.35
10,20000.0,23.072,0.68,23.072,2,8,8,8,3,136.73,62.22,61.87,62.18,62.61
10,20000.0,23.072,0.68,23.072,2,8,16,16,1,70.35,38.52,38.52
10,20000.0,23.072,0.68,23.072,2,8,16,16,2,80.47,50.26,50.19,50.34
10,20000.0,23.072,0.68,23.072,2,8,16,16,3,136.16,62.20,61.86,62.15,62.58
10,20000.0,23.072,0.68,23.072,2,16,2,2,1,70.98,38.54,38.54
10,20000.0,23.072,0.68,23.072,2,16,2,2,2,81.49,50.34,50.24,50.44
10,20000.0,23.072,0.68,23.072,2,16,2,2,3,133.47,62.29,61.93,62.33,62.61
10,20000.0,23.072,0.68,23.072,2,16,4,4,1,70.63,38.53,38.53
10,20000.0,23.072,0.68,23.072,2,16,4,4,2,80.58,50.29,50.21,50.38
10,20000.0,23.072,0.68,23.072,2,16,4,4,3,131.58,62.20,61.89,62.23,62.48
10,20000.0,23.072,0.68,23.072,2,16,8,8,1,70.45,38.52,38.52
10,20000.0,23.072,0.68,23.072,2,16,8,8,2,80.26,50.27,50.19,50.35
10,20000.0,23.072,0.68,23.072,2,16,8,8,3,130.61,62.15,61.87,62.18,62.41
10,20000.0,23.072,0.68,23.072,2,16,16,16,1,70.35,38.52,38.52
10,20000.0,23.072,0.68,23.072,2,16,16,16,2,80.15,50.26,50.19,50.34
10,20000.0,23.072,0.68,23.072,2,16,16,16,3,130.07,62.13,61.86,62.15,62.38
10,20000.0,23.072,0.68,23.072,4,2,2,2,1,70.97,38.54,38.54
10,20000.0,23.072,0.68,23.072,4,2,2,2,2,81.38,50.32,50.24,50.40
10,20000.0,23.072,0.68,23.072,4,2,2,2,3,168.72,62.70,61.93,62.25,63.93
10,20000.0,23.072,0.68,23.072,4,2,4,4,1,70.62,38.53,38.53
10,20000.0,23.072,0.68,23.072,4,2,4,4,2,80.99,50.27,50.21,50.34
10,20000.0,23.072,0.68,23.072,4,2,4,4,3,166.62,62.61,61.89,62.15,63.80
10,20000.0,23.072,0.68,23.072,4,2,8,8,1,70.44,38.52,38.52
10,20000.0,23.072,0.68,23.072,4,2,8,8,2,80.79,50.25,50.19,50.31
10,20000.0,23.072,0.68,23.072,4,2,8,8,3,165.52,62.57,61.87,62.10,63.73
10,20000.0,23.072,0.68,23.072,4,2,16,16,1,70.35,38.52,38.52
10,20000.0,23.072,0.68,23.072,4,2,16,16,2,80.67,50.24,50.19,50.30
10,20000.0,23.072,0.68,23.072,4,2,16,16,3,164.86,62.54,61.85,62.07,63.70
10,20000.0,23.072,0.68,23.072,4,4,2,2,1,70.97,38.54,38.54
10,20000.0,23.072,0.68,23.072,4,4,2,2,2,81.29,50.32,50.24,50.40
10,20000.0,23.072,0.68,23.072,4,4,2,2,3,149.18,62.44,61.93,62.25,63.13
10,20000.0,23.072,0.68,23.072,4,4,4,4,1,70.62,38.53,38.53
10,20000.0,23.072,0.68,23.072,4,4,4,4,2,80.91,50.27,50.21,50.34
10,20000.0,23.072,0.68,23.072,4,4,4,4,3,147.12,62.35,61.89,62.15,63.00
10,20000.0,23.072,0.68,23.072,4,4,8,8,1,70.44,38.52,38.52
10,20000.0,23.072,0.68,23.072,4,4,8,8,2,80.71,50.25,50.19,50.31
10,20000.0,23.072,0.68,23.072,4,4,8,8,3,146.05,62.30,61.87,62.10,62.93
10,20000.0,23.072,0.68,23.072,4,4,16,16,1,70.35,38.52,38.52
10,20000.0,23.072,0.68,23.072,4,4,16,16,2,80.60,50.24,50.19,50.30
10,20000.0,23.072,0.68,23.072,4,4,16,16,3,145.45,62.28,61.86,62.07,62.90
10,20000.0,23.072,0.68,23.072,4,8,2,2,1,70.97,38.54,38.54
10,20000.0,23.072,0.68,23.072,4,8,2,2,2,81.12,50.32,50.24,50.40
10,20000.0,23.072,0.68,23.072,4,8,2,2,3,138.85,62.30,61.93,62.25,62.73
10,20000.0,23.072,0.68,23.072,4,8,4,4,1,70.62,38.53,38.53
10,20000.0,23.072,0.68,23.072,4,8,4,4,2,80.75,50.27,50.21,50.34
10,20000.0,23.072,0.68,23.072,4,8,4,4,3,136.86,62.21,61.89,62.15,62.60
10,20000.0,23.072,0.68,23.072,4,8,8,8,1,70.44,38.52,38.52
10,20000.0,23.072,0.68,23.072,4,8,8,8,2,80.55,50.25,50.19,50.31
10,20000.0,23.072,0.68,23.072,4,8,8,8,3,135.82,62.17,61.87,62.10,62.53
10,20000.0,23.072,0.68,23.072,4,8,16,16,1,70.35,38.52,38.52
10,20000.0,23.072,0.68,23.072,4,8,16,16,2,80.44,50.24,50.19,50.30
10,20000.0,23.072,0.68,23.072,4,8,16,16,3,135.25,62.14,61.86,62.07,62.50
10,20000.0,23.072,0.68,23.072,4,16,2,2,1,70.97,38.54,38.54
10,20000.0,23.072,0.68,23.072,4,16,2,2,2,80.79,50.32,50.24,50.40
10,20000.0,23.072,0.68,23.072,4,16,2,2,3,132.63,62.24,61.93,62.25,62.53
10,20000.0,23.072,0.68,23.072,4,16,4,4,1,70.62,38.53,38.53
10,20000.0,23.072,0.68,23.072,4,16,4,4,2,80.43,50.27,50.21,50.34
10,20000.0,23.072,0.68,23.072,4,16,4,4,3,130.73,62.15,61.89,62.15,62.40
10,20000.0,23.072,0.68,23.072,4,16,8,8,1,70.44,38.52,38.52
10,20000.0,23.072,0.68,23.072,4,16,8,8,2,80.25,50.25,50.19,50.31
10,20000.0,23.072,0.68,23.072,4,16,8,8,3,129.76,62.10,61.87,62.10,62.33
10,20000.0,23.072,0.68,23.072,4,16,16,16,1,70.35,38.52,38.52
10,20000.0,23.072,0.68,23.072,4,16,16,16,2,80.14,50.24,50.19,50.30
10,20000.0,23.072,0.68,23.072,4,16,16,16,3,129.22,62.08,61.86,62.07,62.30
10,20000.0,23.072,0.68,23.072,8,2,2,2,1,70.97,38.54,38.54
10,20000.0,23.072,0.68,23.072,8,2,2,2,2,81.35,50.31,50.24,50.38
10,20000.0,23.072,0.68,23.072,8,2,2,2,3,168.23,62.68,61.93,62.21,63.89
10,20000.0,23.072,0.68,23.072,8,2,4,4,1,70.62,38.53,38.53
10,20000.0,23.072,0.68,23.072,8,2,4,4,2,80.97,50.26,50.21,50.32
10,20000.0,23.072,0.68,23.072,8,2,4,4,3,166.13,62.59,61.89,62.11,63.76
10,20000.0,23.072,0.68,23.072,8,2,8,8,1,70.44,38.52,38.52
10,20000.0,23.072,0.68,23.072,8,2,8,8,2,80.77,50.24,50.19,50.29
10,20000.0,23.072,0.68,23.072,8,2,8,8,3,165.03,62.54,61.87,62.06,63.69
10,20000.0,23.072,0.68,23.072,8,2,16,16,1,70.34,38.52,38.52
10,20000.0,23.072,0.68,23.072,8,2,16,16,2,80.65,50.23,50.19,50.28
10,20000.0,23.072,0.68,23.072,8,2,16,16,3,164.38,62.52,61.85,62.03,63.66
10,20000.0,23.072,0.68,23.072,8,4,2,2,1,70.97,38.54,38.54
10,20000.0,23.072,0.68,23.072,8,4,2,2,2,81.27,50.31,50.24,50.38
10,20000.0,23.072,0.68,23.072,8,4,2,2,3,148.70,62.41,61.93,62.21,63.09
10,20000.0,23.072,0.68,23.072,8,4,4,4,1,70.62,38.53,38.53
